Unnamed: 0,Unnamed: 1,2025년 8월말 인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
【창원시】,,,,,,,,,,,,,,,,"(단위: 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,외국인 총계,,,"외 국 인
(출입국관리소 등록신고)",,,국내거소신고 외국인국적동포,,
,소계,남,여,소계,남,여,세대수,소계,남,여,소계,남,여,소계,남,여
합  계,1015654,516556,499098,993530,502720,490810,461948,22124,13836,8288,18732,12082,6650,3392,1754,1638
의창구,213156,108683,104473,208793,106163,102630,97920,4363,2520,1843,3727,2198,1529,636,322,314
동읍,18652,9530,9122,18407,9394,9013,9174,245,136,109,220,123,97,25,13,12
북면,44786,22489,22297,44477,22346,22131,17773,309,143,166,269,128,141,40,15,25
대산면,7059,3744,3315,6554,3322,3232,3658,505,422,83,493,415,78,12,7,5
의창동,48015,24082,23933,47667,23934,23733,21093,348,148,200,281,116,165,67,32,35
팔룡동,25373,13104,12269,24430,12447,11983,11162,943,657,286,872,631,241,71,26,45
명곡동,39659,20037,19622,38550,19462,19088,18289,1109,575,534,853,431,422,256,144,112
봉림동,29612,15697,13915,28708,15258,13450,16771,904,439,465,739,354,385,165,85,80
성산구,249729,128172,121557,244273,124598,119675,108525,5456,3574,1882,4567,3101,1466,889,473,416
반송동,38783,19476,19307,38389,19267,19122,15477,394,209,185,272,146,126,122,63,59
용지동,26057,13154,12903,25607,12934,12673,12053,450,220,230,344,168,176,106,52,54
중앙동,40506,22152,18354,38489,20854,17635,20292,2017,1298,719,1636,1084,552,381,214,167
상남동,26165,13017,13148,25902,12906,12996,10820,263,111,152,192,76,116,71,35,36
사파동,43908,21774,22134,43534,21608,21926,19612,374,166,208,309,137,172,65,29,36
가음정동,39174,19742,19432,38731,19475,19256,16230,443,267,176,382,234,148,61,33,28
성주동,27394,14434,12960,26784,13958,12826,10755,610,476,134,561,451,110,49,25,24
웅남동,7742,4423,3319,6837,3596,3241,3286,905,827,78,871,805,66,34,22,12
마산합포구,179294,89138,90156,176380,87355,89025,86538,2914,1783,1131,2601,1635,966,313,148,165
구산면,4074,2179,1895,3867,1989,1878,2293,207,190,17,202,188,14,5,2,3
진동면,11736,6054,5682,11407,5840,5567,5515,329,214,115,301,196,105,28,18,10
진북면,3489,2027,1462,3033,1615,1418,1796,456,412,44,447,405,42,9,7,2
진전면,3772,1906,1866,3614,1796,1818,2170,158,110,48,151,107,44,7,3,4
현동,13852,6859,6993,13747,6799,6948,5899,105,60,45,91,54,37,14,6,8
가포동,5293,2701,2592,5227,2661,2566,2708,66,40,26,50,37,13,16,3,13
월영동,41386,20384,21002,40712,20039,20673,17107,674,345,329,612,323,289,62,22,40
문화동,10820,5407,5413,10646,5318,5328,6063,174,89,85,138,68,70,36,21,15
반월중앙동,13078,6274,6804,13019,6262,6757,6179,59,12,47,44,7,37,15,5,10
완월동,8254,3988,4266,8207,3969,4238,3984,47,19,28,35,11,24,12,8,4
자산동,8772,4236,4536,8739,4227,4512,4332,33,9,24,24,6,18,9,3,6
교방동,18827,9267,9560,18741,9241,9500,8551,86,26,60,75,22,53,11,4,7
오동동,18059,8988,9071,17845,8876,8969,10365,214,112,102,170,87,83,44,25,19
합포동,6499,3243,3256,6421,3203,3218,3533,78,40,38,64,34,30,14,6,8
산호동,11383,5625,5758,11155,5520,5635,6043,228,105,123,197,90,107,31,15,16
마산회원구,181173,90515,90658,177975,88616,89359,83339,3198,1899,1299,2741,1654,1087,457,245,212
내서읍,58806,29506,29300,58144,29125,29019,25063,662,381,281,583,341,242,79,40,39
회원1동,9397,4601,4796,9344,4582,4762,5057,53,19,34,38,11,27,15,8,7
회원2동,9403,4602,4801,9353,4585,4768,4452,50,17,33,39,12,27,11,5,6
석전동,15637,7729,7908,15481,7657,7824,7680,156,72,84,111,47,64,45,25,20
회성동,5128,2579,2549,5066,2552,2514,2773,62,27,35,41,13,28,21,14,7
양덕1동,10243,5101,5142,10065,5028,5037,5361,178,73,105,148,58,90,30,15,15
양덕2동,34531,16995,17536,34292,16867,17425,13651,239,128,111,180,106,74,59,22,37
합성1동,8582,4310,4272,8496,4275,4221,4391,86,35,51,67,27,40,19,8,11
합성2동,8847,4416,4431,8472,4229,4243,4701,375,187,188,345,170,175,30,17,13
구암1동,7997,3960,4037,7899,3922,3977,4156,98,38,60,79,28,51,19,10,9
구암2동,8886,4442,4444,8603,4272,4331,4358,283,170,113,227,141,86,56,29,27
봉암동,3716,2274,1442,2760,1522,1238,1696,956,752,204,883,700,183,73,52,21
진해구,192302,100048,92254,186109,95988,90121,85626,6193,4060,2133,5096,3494,1602,1097,566,531
충무동,15534,8078,7456,15226,7912,7314,7560,308,166,142,276,157,119,32,9,23
