시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,NO,매수자,매도자,해제사유발생일,거래유형,중개사소재지
경상남도 창원마산합포구 월포동,2-12,2,12,시티파크,28.5,201704,20,"         5,000",2,2011.0,반월동6길 12-13,,,,,,
경상남도 창원마산합포구 중성동,34-6,34,6,	(34-6)	,49.8,201704,4,"        13,500",3,2013.0,북성로 6-1,,,,,,
경상남도 창원마산합포구 중성동,34-6,34,6,	(34-6)	,49.93,201704,4,"        13,500",3,2013.0,북성로 6-1,,,,,,
경상남도 창원마산합포구 월포동,2-12,2,12,시티파크,44.55,201704,24,"        10,000",2,2011.0,반월동6길 12-13,,,,,,
경상남도 창원마산합포구 월포동,2-12,2,12,시티파크,23.4,201704,20,"         5,000",5,2011.0,반월동6길 12-13,,,,,,
경상남도 창원마산합포구 산호동,316-6,316,6,상신크루지움 오피스텔,23.92,201704,25,"         9,200",11,2015.0,합포로 162,,,,,,
경상남도 창원마산합포구 오동동,17-150,17,150,삼광프리존,27.01,201704,26,"         4,600",6,2003.0,합포로 102,,,,,,
경상남도 창원마산합포구 산호동,14-5,14,5,	(14-5)	,25.08,201704,26,"         2,870",4,2002.0,산호북4길 11,,,,,,
경상남도 창원마산합포구 부림동,83-18,83,18,강남 와이즈하우스,27.54,201704,28,"         9,710",11,2015.0,3·15대로 353,,,,,,
경상남도 창원마산합포구 중앙동2가,3-6,3,6,희가로플러스,59.67,201704,28,"        11,000",5,2011.0,3·15대로 185,,,,,,
경상남도 창원마산합포구 중앙동2가,3-6,3,6,희가로플러스,59.67,201704,28,"        11,000",6,2011.0,3·15대로 185,,,,,,
경상남도 창원마산합포구 월포동,2-12,2,12,시티파크,49.56,201704,24,"        10,000",2,2011.0,반월동6길 12-13,,,,,,
경상남도 창원마산합포구 오동동,316-1,316,1,상지솔리움,24.58,201704,10,"         3,550",12,2003.0,해안대로 389,,,,,,
경상남도 창원마산합포구 해운동,58-3,58,3,경민시티텔,34.4,201704,4,"         6,000",11,1998.0,해안대로 97,,,,,,
경상남도 창원마산합포구 창포동3가,4-4,4,4,창포 프리텔,28.56,201704,14,"         5,175",3,2002.0,문화동11길 14,,,,,,
경상남도 창원마산합포구 창포동3가,4-4,4,4,창포 프리텔,28.56,201704,19,"         4,900",4,2002.0,문화동11길 14,,,,,,
경상남도 창원마산합포구 해운동,42-5,42,5,킴즈타운,22.6,201705,8,"         3,700",3,2003.0,월영동로 7,,,,,,
경상남도 창원마산합포구 해운동,42-5,42,5,킴즈타운,22.6,201705,8,"         3,700",3,2003.0,월영동로 7,,,,,,
경상남도 창원마산합포구 해운동,42-5,42,5,킴즈타운,34.39,201705,8,"         4,700",3,2003.0,월영동로 7,,,,,,
경상남도 창원마산합포구 해운동,42-5,42,5,킴즈타운,22.6,201705,8,"         3,700",3,2003.0,월영동로 7,,,,,,
경상남도 창원마산합포구 해운동,42-5,42,5,킴즈타운,22.6,201705,8,"         3,700",3,2003.0,월영동로 7,,,,,,
경상남도 창원마산합포구 동성동,315-1,315,1,삼오빌딩,35.77,201705,12,"         3,100",9,2003.0,해안대로 359,,,,,,
경상남도 창원마산합포구 해운동,42-5,42,5,킴즈타운,22.6,201705,23,"         4,400",10,2003.0,월영동로 7,,,,,,
경상남도 창원마산합포구 해운동,63-1,63,1,경민파라다이스201,39.27,201705,22,"         4,500",11,1999.0,해안대로 15,,,,,,
경상남도 창원마산합포구 해운동,42-5,42,5,킴즈타운,22.6,201705,23,"         4,450",10,2003.0,월영동로 7,,,,,,
경상남도 창원마산합포구 동성동,315,315,0,호텔엠에스,31.56,201705,2,"         4,700",13,2006.0,해안대로 367,,,,,,
경상남도 창원마산합포구 산호동,427-2,427,2,기전모닝텔,35.2,201705,1,"         4,300",15,1998.0,합포남2길 6,,,,,,
경상남도 창원마산합포구 산호동,14-5,14,5,	(14-5)	,25.08,201705,24,"         3,000",4,2002.0,산호북4길 11,,,,,,
경상남도 창원마산합포구 서성동,83-12,83,12,	(83-12)	,27.34,201705,29,"         3,850",5,2003.0,동서남1길 16,,,,,,
경상남도 창원마산합포구 오동동,17-150,17,150,삼광프리존,27.01,201705,2,"         5,000",10,2003.0,합포로 102,,,,,,
경상남도 창원마산합포구 오동동,316-1,316,1,상지솔리움,24.58,201705,26,"         3,100",13,2003.0,해안대로 389,,,,,,
경상남도 창원마산합포구 중앙동3가,4-192,4,192,리베로오피스텔,22.62,201705,11,"         4,500",4,2003.0,중앙북7길 7,,,,,,
경상남도 창원마산합포구 동성동,315,315,0,호텔엠에스,24.5,201706,3,"         3,800",10,2006.0,해안대로 367,,,,,,
경상남도 창원마산합포구 중앙동3가,4-192,4,192,리베로오피스텔,19.74,201706,8,"         4,100",6,2003.0,중앙북7길 7,,,,,,
경상남도 창원마산합포구 중앙동3가,4-192,4,192,리베로오피스텔,22.62,201706,1,"         4,000",3,2003.0,중앙북7길 7,,,,,,
경상남도 창원마산합포구 동성동,315,315,0,호텔엠에스,24.5,201706,8,"         3,600",13,2006.0,해안대로 367,,,,,,
경상남도 창원마산합포구 신포동2가,85-6,85,6,기전씨티텔,29.37,201706,27,"         4,100",10,1998.0,동서동2길 41,,,,,,
경상남도 창원마산합포구 오동동,316-1,316,1,상지솔리움,22.27,201706,29,"         3,500",11,2003.0,해안대로 389,,,,,,
경상남도 창원마산합포구 월남동4가,3-2,3,2,장원빌딩,31.39,201706,15,"         6,700",9,2004.0,3·15대로 34,,,,,,
경상남도 창원마산합포구 해운동,42-5,42,5,킴즈타운,22.6,201706,26,"         4,300",9,2003.0,월영동로 7,,,,,,
경상남도 창원마산합포구 해운동,58-3,58,3,경민시티텔,34.4,201706,9,"         5,850",12,1998.0,해안대로 97,,,,,,
경상남도 창원마산합포구 해운동,63-1,63,1,경민파라다이스201,23.36,201706,22,"         3,825",8,1999.0,해안대로 15,,,,,,
경상남도 창원마산합포구 해운동,42-5,42,5,킴즈타운,22.6,201707,21,"         4,300",6,2003.0,월영동로 7,,,,,,
경상남도 창원마산합포구 대창동,67,67,0,성우유니빌,28.2,201707,16,"         5,400",8,2003.0,월영북로 61,,,,,,
경상남도 창원마산합포구 월남동3가,13,13,0,씨티빌-Ⅱ오피스텔,24.1,201707,10,"         6,450",6,2003.0,3·15대로 47,,,,,,
경상남도 창원마산합포구 서성동,83-12,83,12,	(83-12)	,29.05,201707,14,"         3,300",5,2003.0,동서남1길 16,,,,,,
경상남도 창원마산합포구 부림동,83-18,83,18,강남 와이즈하우스,27.54,201707,24,"         8,000",6,2015.0,3·15대로 353,,,,,,
경상남도 창원마산합포구 대창동,67,67,0,성우유니빌,32.06,201707,19,"         5,500",8,2003.0,월영북로 61,,,,,,
경상남도 창원마산합포구 해운동,63-1,63,1,경민파라다이스201,25.2,201707,4,"         3,000",13,1999.0,해안대로 15,,,,,,
경상남도 창원마산합포구 중앙동3가,4-192,4,192,리베로오피스텔,22.62,201707,29,"         4,150",4,2003.0,중앙북7길 7,,,,,,
경상남도 창원마산합포구 해운동,63-1,63,1,경민파라다이스201,25.2,201707,24,"         3,800",13,1999.0,해안대로 15,,,,,,
경상남도 창원마산합포구 해운동,63-1,63,1,경민파라다이스201,29.04,201707,31,"         4,100",11,1999.0,해안대로 15,,,,,,
경상남도 창원마산합포구 해운동,63-1,63,1,경민파라다이스201,21.44,201707,10,"         3,500",10,1999.0,해안대로 15,,,,,,
경상남도 창원마산합포구 산호동,7-5,7,5,동인노블리앙,40.18,201708,28,"         7,250",6,2004.0,산호북19길 11,,,,,,
경상남도 창원마산합포구 오동동,318-1,318,1,포세이돈하우스,24.74,201708,7,"         9,000",4,,해안대로 376,,,,,,
경상남도 창원마산합포구 동성동,315,315,0,호텔엠에스,31.56,201708,9,"         5,100",13,2006.0,해안대로 367,,,,,,
경상남도 창원마산합포구 월영동,598-5,598,5,월영동 에드텔,29.25,201709,27,"         3,450",7,2000.0,밤밭고개로 395,,,,,,
경상남도 창원마산합포구 해운동,42-5,42,5,킴즈타운,22.6,201709,12,"         4,000",8,2003.0,월영동로 7,,,,,,
경상남도 창원마산합포구 해운동,42-5,42,5,킴즈타운,26.04,201709,10,"         4,700",4,2003.0,월영동로 7,,,,,,
경상남도 창원마산합포구 해운동,42-5,42,5,킴즈타운,22.6,201709,16,"         4,500",11,2003.0,월영동로 7,,,,,,
경상남도 창원마산합포구 해운동,42-5,42,5,킴즈타운,22.6,201709,16,"         4,400",9,2003.0,월영동로 7,,,,,,
경상남도 창원마산합포구 산호동,14-5,14,5,	(14-5)	,25.08,201709,5,"         4,200",2,2002.0,산호북4길 11,,,,,,
경상남도 창원마산합포구 해운동,42-5,42,5,킴즈타운,22.6,201709,16,"         4,500",11,2003.0,월영동로 7,,,,,,
경상남도 창원마산합포구 해운동,63-1,63,1,경민파라다이스201,23.36,201709,15,"         3,500",9,1999.0,해안대로 15,,,,,,
경상남도 창원마산합포구 해운동,63-1,63,1,경민파라다이스201,25.2,201710,31,"         3,800",10,1999.0,해안대로 15,,,,,,
경상남도 창원마산합포구 월영동,275-4,275,4,동방하이얏트오피스텔,21.6,201710,31,"         2,950",3,2002.0,문화남11길 144,,,,,,
경상남도 창원마산합포구 오동동,322,322,0,중앙마린파이브,31.95,201710,30,"         9,620",3,2014.0,오동동14길 67,,,,,,
경상남도 창원마산합포구 월남동3가,13,13,0,씨티빌-Ⅱ오피스텔,24.1,201710,25,"         6,200",9,2003.0,3·15대로 47,,,,,,
경상남도 창원마산합포구 월남동2가,4-1,4,1,씨티빌오피스텔,19.8,201710,31,"         2,650",7,2002.0,3·15대로 77,,,,,,
경상남도 창원마산합포구 중앙동3가,4-192,4,192,리베로오피스텔,22.62,201710,23,"         3,900",6,2003.0,중앙북7길 7,,,,,,
경상남도 창원마산합포구 해운동,63-1,63,1,경민파라다이스201,25.2,201710,13,"         3,950",13,1999.0,해안대로 15,,,,,,
경상남도 창원마산합포구 월영동,275-4,275,4,동방하이얏트오피스텔,21.6,201710,31,"         2,950",4,2002.0,문화남11길 144,,,,,,
경상남도 창원마산합포구 상남동,105-14,105,14,선우아트빌,35.92,201711,3,"         3,250",6,2005.0,노산남7길 25,,,,,,
경상남도 창원마산합포구 오동동,17-150,17,150,삼광프리존,27.01,201711,13,"         4,750",11,2003.0,합포로 102,,,,,,
경상남도 창원마산합포구 월남동4가,3-2,3,2,장원빌딩,30.0,201711,20,"         5,500",7,2004.0,3·15대로 34,,,,,,
경상남도 창원마산합포구 창동,3-1,3,1,창동 오피스텔,28.45,201711,24,"         3,900",6,2003.0,북성로 5,,,,,,
경상남도 창원마산합포구 해운동,42-5,42,5,킴즈타운,22.6,201711,11,"         4,400",7,2003.0,월영동로 7,,,,,,
경상남도 창원마산합포구 창동,3-1,3,1,창동 오피스텔,34.37,201711,30,"         5,000",7,2003.0,북성로 5,,,,,,
경상남도 창원마산합포구 상남동,105-14,105,14,선우아트빌,35.25,201711,3,"         3,250",4,2005.0,노산남7길 25,,,,,,
경상남도 창원마산합포구 부림동,83-18,83,18,강남 와이즈하우스,27.54,201711,15,"         8,200",11,2015.0,3·15대로 353,,,,,,
경상남도 창원마산합포구 월남동2가,4-1,4,1,씨티빌오피스텔,19.8,201711,22,"         2,650",9,2002.0,3·15대로 77,,,,,,
경상남도 창원마산합포구 동성동,315,315,0,호텔엠에스,31.56,201711,26,"         5,000",4,2006.0,해안대로 367,,,,,,
경상남도 창원마산합포구 동성동,315,315,0,호텔엠에스,32.8,201711,26,"         5,000",4,2006.0,해안대로 367,,,,,,
경상남도 창원마산합포구 월영동,275-4,275,4,동방하이얏트오피스텔,21.6,201712,13,"         2,900",5,2002.0,문화남11길 144,,,,,,
경상남도 창원마산합포구 월영동,275-4,275,4,동방하이얏트오피스텔,21.6,201712,3,"         3,150",2,2002.0,문화남11길 144,,,,,,
경상남도 창원마산합포구 해운동,65-2,65,2,한백마이존,28.0,201712,29,"         3,850",6,1999.0,월영동13길 9,,,,,,
경상남도 창원마산합포구 중앙동3가,4-192,4,192,리베로오피스텔,22.62,201712,28,"         3,800",2,2003.0,중앙북7길 7,,,,,,
경상남도 창원마산합포구 월남동3가,13,13,0,씨티빌-Ⅱ오피스텔,24.1,201712,31,"         6,275",11,2003.0,3·15대로 47,,,,,,
경상남도 창원마산합포구 자산동,302-38,302,38,형제샘터마을,29.88,201712,11,"         5,000",7,2003.0,자산삼거리로 2-1,,,,,,
경상남도 창원마산합포구 중앙동3가,4-192,4,192,리베로오피스텔,22.71,201712,8,"         4,050",3,2003.0,중앙북7길 7,,,,,,
경상남도 창원마산합포구 해운동,63-1,63,1,경민파라다이스201,23.36,201712,8,"         3,800",15,1999.0,해안대로 15,,,,,,
경상남도 창원마산합포구 동성동,50,50,0,리치클Ⅱ,34.69,201712,27,"         7,000",8,1997.0,아구찜길 7,,,,,,
경상남도 창원마산합포구 자산동,46-32,46,32,블루캐슬,23.69,201801,24,"         2,625",3,2003.0,문신길 78,,,,,,
경상남도 창원마산합포구 자산동,46-32,46,32,블루캐슬,23.69,201801,24,"         2,625",3,2003.0,문신길 78,,,,,,
경상남도 창원마산합포구 해운동,63-1,63,1,경민파라다이스201,27.84,201801,22,"         4,150",15,1999.0,해안대로 15,,,,,,
경상남도 창원마산합포구 해운동,63-1,63,1,경민파라다이스201,25.2,201801,22,"         3,000",7,1999.0,해안대로 15,,,,,,
경상남도 창원마산합포구 창동,3-1,3,1,창동 오피스텔,31.21,201801,25,"         3,500",8,2003.0,북성로 5,,,,,,
경상남도 창원마산합포구 자산동,46-32,46,32,블루캐슬,23.69,201801,24,"         2,625",3,2003.0,문신길 78,,,,,,
경상남도 창원마산합포구 자산동,46-32,46,32,블루캐슬,44.99,201801,24,"         4,926",3,2003.0,문신길 78,,,,,,
경상남도 창원마산합포구 자산동,46-32,46,32,블루캐슬,28.27,201801,24,"         3,100",3,2003.0,문신길 78,,,,,,
경상남도 창원마산합포구 자산동,46-32,46,32,블루캐슬,23.69,201801,24,"         2,625",3,2003.0,문신길 78,,,,,,
경상남도 창원마산합포구 해운동,42-5,42,5,킴즈타운,34.39,201801,19,"         6,700",10,2003.0,월영동로 7,,,,,,
경상남도 창원마산합포구 자산동,46-32,46,32,블루캐슬,22.6,201801,24,"         2,474",3,2003.0,문신길 78,,,,,,
경상남도 창원마산합포구 해운동,63-1,63,1,경민파라다이스201,25.2,201801,29,"         4,190",15,1999.0,해안대로 15,,,,,,
경상남도 창원마산합포구 해운동,65-2,65,2,한백마이존,28.0,201801,26,"         3,800",12,1999.0,월영동13길 9,,,,,,
경상남도 창원마산합포구 해운동,65-2,65,2,한백마이존,26.4,201801,7,"         3,900",9,1999.0,월영동13길 9,,,,,,
경상남도 창원마산합포구 산호동,316-6,316,6,상신크루지움 오피스텔,23.92,201801,9,"         8,500",6,2015.0,합포로 162,,,,,,
경상남도 창원마산합포구 신포동2가,1-6,1,6,신포동  이담채,74.17,201801,19,"        16,000",2,2016.0,합포로 17,,,,,,
경상남도 창원마산합포구 산호동,7-5,7,5,동인노블리앙,36.93,201801,18,"         7,250",8,2004.0,산호북19길 11,,,,,,
경상남도 창원마산합포구 해운동,63-1,63,1,경민파라다이스201,23.45,201802,27,"         3,470",8,1999.0,해안대로 15,,,,,,
경상남도 창원마산합포구 해운동,42-5,42,5,킴즈타운,34.39,201802,8,"         4,900",3,2003.0,월영동로 7,,,,,,
경상남도 창원마산합포구 서성동,83-12,83,12,	(83-12)	,29.05,201802,3,"         4,200",6,2003.0,동서남1길 16,,,,,,
경상남도 창원마산합포구 서성동,83-12,83,12,	(83-12)	,29.05,201802,21,"         4,100",6,2003.0,동서남1길 16,,,,,,
경상남도 창원마산합포구 해운동,42-5,42,5,킴즈타운,22.6,201802,27,"         4,200",9,2003.0,월영동로 7,,,,,,
경상남도 창원마산합포구 해운동,42-5,42,5,킴즈타운,22.6,201803,7,"         4,100",10,2003.0,월영동로 7,,,,,,
경상남도 창원마산합포구 해운동,63-1,63,1,경민파라다이스201,25.2,201803,2,"         3,600",7,1999.0,해안대로 15,,,,,,
경상남도 창원마산합포구 월남동3가,13,13,0,씨티빌-Ⅱ오피스텔,25.18,201803,28,"         5,800",5,2003.0,3·15대로 47,,,,,,
경상남도 창원마산합포구 월남동3가,13,13,0,씨티빌-Ⅱ오피스텔,25.18,201803,5,"         6,200",11,2003.0,3·15대로 47,,,,,,
경상남도 창원마산합포구 중앙동3가,4-192,4,192,리베로오피스텔,22.62,201803,19,"         3,000",5,2003.0,중앙북7길 7,,,,,,
경상남도 창원마산합포구 동성동,315,315,0,호텔엠에스,32.8,201803,18,"         5,000",13,2006.0,해안대로 367,,,,,,
경상남도 창원마산합포구 해운동,63-1,63,1,경민파라다이스201,25.2,201803,13,"         4,000",12,1999.0,해안대로 15,,,,,,
경상남도 창원마산합포구 해운동,63-1,63,1,경민파라다이스201,29.04,201803,7,"         4,400",14,1999.0,해안대로 15,,,,,,
경상남도 창원마산합포구 중앙동3가,4-192,4,192,리베로오피스텔,22.62,201803,19,"         3,000",5,2003.0,중앙북7길 7,,,,,,
경상남도 창원마산합포구 월영동,598-5,598,5,월영동 에드텔,29.25,201803,20,"         2,100",8,2000.0,밤밭고개로 395,,,,,,
경상남도 창원마산합포구 월영동,275-4,275,4,동방하이얏트오피스텔,21.6,201804,19,"         1,850",6,2002.0,문화남11길 144,,,,,,
경상남도 창원마산합포구 산호동,316-6,316,6,상신크루지움 오피스텔,23.92,201804,25,"         8,653",6,2015.0,합포로 162,,,,,,
경상남도 창원마산합포구 산호동,316-6,316,6,상신크루지움 오피스텔,23.92,201804,25,"         8,653",6,2015.0,합포로 162,,,,,,
경상남도 창원마산합포구 월영동,598-5,598,5,월영동 에드텔,29.25,201804,2,"         3,500",4,2000.0,밤밭고개로 395,,,,,,
경상남도 창원마산합포구 산호동,316-6,316,6,상신크루지움 오피스텔,23.92,201804,25,"         8,653",7,2015.0,합포로 162,,,,,,
경상남도 창원마산합포구 산호동,316-6,316,6,상신크루지움 오피스텔,23.92,201804,25,"         8,653",7,2015.0,합포로 162,,,,,,
경상남도 창원마산합포구 산호동,316-6,316,6,상신크루지움 오피스텔,23.92,201804,25,"         8,726",12,2015.0,합포로 162,,,,,,
경상남도 창원마산합포구 산호동,316-6,316,6,상신크루지움 오피스텔,23.92,201804,25,"         8,726",11,2015.0,합포로 162,,,,,,
경상남도 창원마산합포구 산호동,316-6,316,6,상신크루지움 오피스텔,23.92,201804,25,"         8,653",9,2015.0,합포로 162,,,,,,
경상남도 창원마산합포구 산호동,316-6,316,6,상신크루지움 오피스텔,23.92,201804,24,"         8,653",6,2015.0,합포로 162,,,,,,
경상남도 창원마산합포구 산호동,316-6,316,6,상신크루지움 오피스텔,23.92,201804,25,"         8,726",11,2015.0,합포로 162,,,,,,
경상남도 창원마산합포구 산호동,316-6,316,6,상신크루지움 오피스텔,23.92,201804,25,"         8,653",9,2015.0,합포로 162,,,,,,
경상남도 창원마산합포구 산호동,316-6,316,6,상신크루지움 오피스텔,23.92,201804,25,"         8,653",8,2015.0,합포로 162,,,,,,
경상남도 창원마산합포구 산호동,316-6,316,6,상신크루지움 오피스텔,23.92,201804,25,"         8,653",9,2015.0,합포로 162,,,,,,
경상남도 창원마산합포구 서성동,83-12,83,12,	(83-12)	,29.05,201804,16,"         4,400",5,2003.0,동서남1길 16,,,,,,
경상남도 창원마산합포구 산호동,316-6,316,6,상신크루지움 오피스텔,23.92,201804,25,"         8,653",8,2015.0,합포로 162,,,,,,
경상남도 창원마산합포구 해운동,63-1,63,1,경민파라다이스201,23.45,201804,20,"         3,000",13,1999.0,해안대로 15,,,,,,
경상남도 창원마산합포구 월남동4가,3-2,3,2,장원빌딩,30.0,201804,18,"         6,100",6,2004.0,3·15대로 34,,,,,,
경상남도 창원마산합포구 월영동,275-4,275,4,동방하이얏트오피스텔,21.6,201804,19,"         1,850",6,2002.0,문화남11길 144,,,,,,
경상남도 창원마산합포구 산호동,316-6,316,6,상신크루지움 오피스텔,23.92,201804,25,"         8,726",12,2015.0,합포로 162,,,,,,
경상남도 창원마산합포구 오동동,17-135,17,135,가고파오피스텔,49.82,201804,13,"         4,150",6,1991.0,오동동10길 56,,,,,,
경상남도 창원마산합포구 오동동,316-1,316,1,상지솔리움,24.58,201804,23,"         3,050",12,2003.0,해안대로 389,,,,,,
경상남도 창원마산합포구 산호동,316-6,316,6,상신크루지움 오피스텔,23.92,201804,25,"         8,726",12,2015.0,합포로 162,,,,,,
경상남도 창원마산합포구 대창동,67,67,0,성우유니빌,37.35,201804,19,"         5,800",1,2003.0,월영북로 61,,,,,,
경상남도 창원마산합포구 해운동,63-1,63,1,경민파라다이스201,25.2,201804,28,"         3,500",12,1999.0,해안대로 15,,,,,,
경상남도 창원마산합포구 동성동,315,315,0,호텔엠에스,28.0,201804,24,"         3,660",8,2006.0,해안대로 367,,,,,,
경상남도 창원마산합포구 해운동,63-1,63,1,경민파라다이스201,27.39,201804,28,"         3,400",6,1999.0,해안대로 15,,,,,,
경상남도 창원마산합포구 산호동,316-6,316,6,상신크루지움 오피스텔,23.92,201804,25,"         8,653",7,2015.0,합포로 162,,,,,,
경상남도 창원마산합포구 해운동,42-5,42,5,킴즈타운,22.6,201805,16,"         3,100",3,2003.0,월영동로 7,,,,,,
경상남도 창원마산합포구 중앙동3가,4-192,4,192,리베로오피스텔,22.62,201805,25,"         3,500",2,2003.0,중앙북7길 7,,,,,,
경상남도 창원마산합포구 동성동,315,315,0,호텔엠에스,33.97,201805,17,"         4,500",10,2006.0,해안대로 367,,,,,,
경상남도 창원마산합포구 자산동,302-38,302,38,형제샘터마을,29.82,201805,8,"         4,600",8,2003.0,자산삼거리로 2-1,,,,,,
경상남도 창원마산합포구 상남동,105-14,105,14,선우아트빌,33.06,201805,2,"         3,800",8,2005.0,노산남7길 25,,,,,,
경상남도 창원마산합포구 산호동,427-2,427,2,기전모닝텔,32.8,201805,21,"         4,350",7,1998.0,합포남2길 6,,,,,,
경상남도 창원마산합포구 오동동,17-150,17,150,삼광프리존,27.01,201805,10,"         4,200",11,2003.0,합포로 102,,,,,,
경상남도 창원마산합포구 오동동,316-1,316,1,상지솔리움,24.58,201805,13,"         2,900",11,2003.0,해안대로 389,,,,,,
경상남도 창원마산합포구 해운동,66-9,66,9,휴네콤프라자,39.0,201805,3,"         5,200",10,2004.0,해안대로 41,,,,,,
경상남도 창원마산합포구 중앙동3가,4-192,4,192,리베로오피스텔,22.62,201805,15,"         4,000",7,2003.0,중앙북7길 7,,,,,,
경상남도 창원마산합포구 동성동,315,315,0,호텔엠에스,26.4,201805,21,"         3,400",6,2006.0,해안대로 367,,,,,,
경상남도 창원마산합포구 월남동4가,3-2,3,2,장원빌딩,30.0,201806,30,"         6,000",9,2004.0,3·15대로 34,,,,,,
경상남도 창원마산합포구 오동동,322,322,0,중앙마린파이브,40.92,201806,20,"        10,900",3,2014.0,오동동14길 67,,,,,,
경상남도 창원마산합포구 오동동,318-1,318,1,포세이돈하우스,24.74,201806,22,"         9,299",6,,해안대로 376,,,,,,
경상남도 창원마산합포구 오동동,318-1,318,1,포세이돈하우스,24.74,201806,22,"         9,299",6,,해안대로 376,,,,,,
경상남도 창원마산합포구 월남동2가,4-1,4,1,씨티빌오피스텔,19.8,201806,9,"         2,100",12,2002.0,3·15대로 77,,,,,,
경상남도 창원마산합포구 해운동,63-1,63,1,경민파라다이스201,25.2,201806,21,"         3,700",9,1999.0,해안대로 15,,,,,,
경상남도 창원마산합포구 해운동,63-1,63,1,경민파라다이스201,42.83,201806,2,"         4,000",7,1999.0,해안대로 15,,,,,,
경상남도 창원마산합포구 동성동,315,315,0,호텔엠에스,24.5,201806,15,"         4,000",13,2006.0,해안대로 367,,,,,,
경상남도 창원마산합포구 월남동3가,13,13,0,씨티빌-Ⅱ오피스텔,35.44,201806,15,"         6,900",12,2003.0,3·15대로 47,,,,,,
경상남도 창원마산합포구 동성동,315,315,0,호텔엠에스,24.5,201806,8,"         2,500",4,2006.0,해안대로 367,,,,,,
경상남도 창원마산합포구 해운동,42-5,42,5,킴즈타운,26.04,201806,14,"         4,400",5,2003.0,월영동로 7,,,,,,
경상남도 창원마산합포구 신포동2가,85-6,85,6,기전씨티텔,37.08,201806,8,"         5,500",6,1998.0,동서동2길 41,,,,,,
경상남도 창원마산합포구 중앙동3가,4-192,4,192,리베로오피스텔,22.62,201807,5,"         3,800",4,2003.0,중앙북7길 7,,,,,,
경상남도 창원마산합포구 해운동,42-5,42,5,킴즈타운,22.6,201807,17,"         4,050",7,2003.0,월영동로 7,,,,,,
경상남도 창원마산합포구 해운동,42-5,42,5,킴즈타운,22.6,201807,2,"         3,850",6,2003.0,월영동로 7,,,,,,
경상남도 창원마산합포구 해운동,42-5,42,5,킴즈타운,26.04,201807,6,"         4,300",3,2003.0,월영동로 7,,,,,,
경상남도 창원마산합포구 해운동,42-5,42,5,킴즈타운,26.04,201808,8,"         4,250",3,2003.0,월영동로 7,,,,,,
경상남도 창원마산합포구 월남동3가,13,13,0,씨티빌-Ⅱ오피스텔,29.86,201808,1,"         6,650",6,2003.0,3·15대로 47,,,,,,
경상남도 창원마산합포구 우산동,92,92,0,힐링파크,31.65,201808,30,"        13,400",7,2017.0, ,,,,,,
경상남도 창원마산합포구 월영동,598-5,598,5,월영동 에드텔,29.25,201808,20,"         3,000",5,2000.0,밤밭고개로 395,,,,,,
경상남도 창원마산합포구 월영동,275-4,275,4,동방하이얏트오피스텔,21.6,201808,8,"         1,200",1,2002.0,문화남11길 144,,,,,,
경상남도 창원마산합포구 월남동3가,13,13,0,씨티빌-Ⅱ오피스텔,24.1,201808,3,"         4,150",2,2003.0,3·15대로 47,,,,,,
경상남도 창원마산합포구 우산동,92,92,0,힐링파크,31.65,201808,30,"        13,400",7,2017.0, ,,,,,,
경상남도 창원마산합포구 월남동2가,4-1,4,1,씨티빌오피스텔,19.8,201808,30,"         2,100",11,2002.0,3·15대로 77,,,,,,
경상남도 창원마산합포구 해운동,63-1,63,1,경민파라다이스201,21.44,201808,4,"         3,000",15,1999.0,해안대로 15,,,,,,
경상남도 창원마산합포구 해운동,63-1,63,1,경민파라다이스201,25.2,201808,27,"         3,800",13,1999.0,해안대로 15,,,,,,
경상남도 창원마산합포구 해운동,63-1,63,1,경민파라다이스201,23.45,201808,8,"         3,350",6,1999.0,해안대로 15,,,,,,
경상남도 창원마산합포구 서성동,83-12,83,12,	(83-12)	,33.22,201808,30,"         3,900",5,2003.0,동서남1길 16,,,,,,
경상남도 창원마산합포구 월남동2가,4-1,4,1,씨티빌오피스텔,19.8,201808,30,"         2,200",13,2002.0,3·15대로 77,,,,,,
경상남도 창원마산합포구 홍문동,12-1,12,1,	(주)상신기업	,48.96,201809,28,"        10,000",3,2012.0,문화남11길 7,,,,,,
경상남도 창원마산합포구 월남동2가,4-1,4,1,씨티빌오피스텔,24.28,201809,1,"         2,100",9,2002.0,3·15대로 77,,,,,,
경상남도 창원마산합포구 월남동2가,4-1,4,1,씨티빌오피스텔,21.92,201809,11,"         3,200",10,2002.0,3·15대로 77,,,,,,
경상남도 창원마산합포구 해운동,63-1,63,1,경민파라다이스201,22.38,201810,17,"         2,800",11,1999.0,해안대로 15,,,,,,
경상남도 창원마산합포구 오동동,316-1,316,1,상지솔리움,22.27,201810,14,"         2,800",12,2003.0,해안대로 389,,,,,,
경상남도 창원마산합포구 동성동,315,315,0,호텔엠에스,33.97,201810,15,"         7,000",4,2006.0,해안대로 367,,,,,,
경상남도 창원마산합포구 상남동,108-1,108,1,한우O/T빌딩,46.8,201810,6,"         5,600",6,2003.0,노산남7길 28,,,,,,
경상남도 창원마산합포구 해운동,63-1,63,1,경민파라다이스201,25.2,201810,8,"         3,700",15,1999.0,해안대로 15,,,,,,
