시군구,번지,본번,부번,건물명,전용면적(㎡),대지권면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명
경상남도 창원마산회원구 구암동,27-20,0027,0020,(27-20),32.46,24,201607,21,"         5,500",2,1980,구암남2길 40
경상남도 창원마산회원구 구암동,283-6,0283,0006,(283-6),37.92,29.69,201609,28,"         2,500",2,1986,구암북4길 6
경상남도 창원마산회원구 구암동,1085,1085,0000,거북빌라,58.17,41.88,201611,30,"         7,500",4,1997,구암동6길 9-1
경상남도 창원마산회원구 구암동,16-3,0016,0003,구암동신진,45.75,41.28,201610,8,"         7,100",2,1979,구암서2길 21
경상남도 창원마산회원구 구암동,16-3,0016,0003,구암동신진,45.75,41.28,201610,26,"         9,500",2,1979,구암서2길 21
경상남도 창원마산회원구 구암동,988,0988,0000,금복빌라,84.39,62.23,201610,20,"        15,000",3,2002,구암동1길 107
경상남도 창원마산회원구 구암동,988,0988,0000,금복빌라,83.69,61.72,201706,24,"        17,000",2,2002,구암동1길 107
경상남도 창원마산회원구 구암동,266-2,0266,0002,낙원빌라,76.29,90.73,201612,1,"        13,950",1,1993,구암북14길 36
경상남도 창원마산회원구 구암동,275-3,0275,0003,대광빌라,74.35,41.35,201703,20,"        12,350",2,1991,구암북9길 39
경상남도 창원마산회원구 구암동,268-8,0268,0008,대지,49.05,47.92,201703,20,"         5,500",1,1983,구암북11길 3
경상남도 창원마산회원구 구암동,83-11,0083,0011,동명,51.93,32.08,201706,16,"         9,000",1,1979,구암남8길 17
경상남도 창원마산회원구 구암동,1356-25,1356,0025,성광빌A,81.48,60.67,201705,26,"        14,600",1,2004,구암동4길 21
경상남도 창원마산회원구 구암동,22-6,0022,0006,성남,46.28,24.7,201609,9,"        13,000",3,1982,구암남6길 15
경상남도 창원마산회원구 구암동,22-6,0022,0006,성남,46.28,24.7,201611,1,"         8,800",3,1982,구암남6길 15
경상남도 창원마산회원구 구암동,281-7,0281,0007,세종,63.07,56.04,201612,31,"        15,000",5,2014,구암북4길 33-1
경상남도 창원마산회원구 구암동,12-5,0012,0005,세화,41.98,31.7,201610,19,"         7,250",2,1981,구암서3길 76
경상남도 창원마산회원구 구암동,16-4,0016,0004,수산,36.76,21.98,201612,10,"         7,800",1,1979,구암서3길 20
경상남도 창원마산회원구 구암동,277-24,0277,0024,수영,46.08,29.4,201612,5,"         7,100",2,1983,금강로 279
경상남도 창원마산회원구 구암동,19-12,0019,0012,신성,43.92,36.69,201706,14,"         6,000",4,1982,구암서1길 29
경상남도 창원마산회원구 구암동,19-12,0019,0012,신성,43.17,36.69,201706,14,"         5,936",2,1982,구암서1길 29
경상남도 창원마산회원구 구암동,8-37,0008,0037,연화,39.9,36.82,201610,31,"         5,500",3,1982,구암서3길 104-1
경상남도 창원마산회원구 구암동,8-37,0008,0037,연화,46.41,42.81,201705,19,"         8,700",1,1982,구암서3길 104-1
경상남도 창원마산회원구 구암동,278-5,0278,0005,유성,47.54,38.93,201703,29,"         7,000",2,1981,구암북2길 18
경상남도 창원마산회원구 구암동,278-5,0278,0005,유성,41.55,34.59,201705,14,"         6,700",2,1981,구암북2길 18
경상남도 창원마산회원구 구암동,268-3,0268,0003,천주,98.67,89.82,201610,19,"        14,550",2,1982,구암북1길 70
경상남도 창원마산회원구 구암동,280-27,0280,0027,청암,41.26,39.1,201701,3,"         5,500",2,1979,구암북7길 13
경상남도 창원마산회원구 구암동,19-4,0019,0004,현대,56.45,58.64,201703,29,"        10,100",1,1983,구암서1길 45-1
경상남도 창원마산회원구 내서읍 삼계리,751-13,0751,0013,T.S 휴먼빌라트 A동,84.69,102.81,201611,17,"        22,000",2,2016,삼계로 127-19
경상남도 창원마산회원구 내서읍 삼계리,751-4,0751,0004,"T.S 휴먼빌라트 B,C동",84.69,100.25,201609,12,"        32,000",4,2016,삼계로 127-19
경상남도 창원마산회원구 내서읍 삼계리,751-4,0751,0004,"T.S 휴먼빌라트 B,C동",84.69,104.92,201609,23,"        22,000",3,2016,삼계로 127-19
경상남도 창원마산회원구 내서읍 삼계리,751-4,0751,0004,"T.S 휴먼빌라트 B,C동",84.69,104.92,201609,30,"        32,000",4,2016,삼계로 127-19
경상남도 창원마산회원구 내서읍 삼계리,751-4,0751,0004,"T.S 휴먼빌라트 B,C동",84.69,100.25,201610,6,"        22,000",3,2016,삼계로 127-19
경상남도 창원마산회원구 내서읍 삼계리,751-4,0751,0004,"T.S 휴먼빌라트 B,C동",84.69,100.25,201610,12,"        32,000",4,2016,삼계로 127-19
경상남도 창원마산회원구 내서읍 삼계리,751-4,0751,0004,"T.S 휴먼빌라트 B,C동",84.69,100.25,201611,10,"        22,000",3,2016,삼계로 127-19
경상남도 창원마산회원구 내서읍 삼계리,751-4,0751,0004,"T.S 휴먼빌라트 B,C동",84.69,100.25,201612,10,"        22,000",3,2016,삼계로 127-19
경상남도 창원마산회원구 내서읍 삼계리,739-1,0739,0001,너울림빌라2차,80.605,106.6,201607,20,"        22,500",3,2014,삼계로 152
경상남도 창원마산회원구 내서읍 삼계리,739-1,0739,0001,너울림빌라2차,81.535,107.9,201607,26,"        33,500",4,2014,삼계로 152
경상남도 창원마산회원구 내서읍 삼계리,739-1,0739,0001,너울림빌라2차,81.535,107.9,201610,29,"        21,000",3,2014,삼계로 152
경상남도 창원마산회원구 내서읍 삼계리,739-1,0739,0001,너울림빌라2차,76.69,101.66,201611,8,"        21,000",1,2014,삼계로 152
경상남도 창원마산회원구 내서읍 삼계리,385,0385,0000,두정숲속애(1단지),59.8869,76.07,201702,17,"        12,800",3,2011,숲속로 53
경상남도 창원마산회원구 내서읍 삼계리,326-5,0326,0005,라임하우스(326-5),59.96,76.81,201701,8,"        15,600",2,2013,광려로 76-16
경상남도 창원마산회원구 내서읍 삼계리,326-5,0326,0005,라임하우스(326-5),59.96,76.81,201704,7,"        15,000",3,2013,광려로 76-16
경상남도 창원마산회원구 내서읍 삼계리,341-14,0341,0014,삼계 위드필 타운하우스2단지,70.8353,92.63,201610,13,"        19,700",1,2015,광려로 78-73
