□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
14,경상남도 창원시 성산구 성주동,157,0157,0000,효성해링턴코트,84.8800,109.5309,202011,06,"43,500",4,-,-,2013,삼정자로 78,-,-,-,-,연립
15,경상남도 창원시 성산구 성주동,157,0157,0000,효성해링턴코트,84.8800,109.5309,202011,04,"41,500",2,-,-,2013,삼정자로 78,-,-,-,-,연립
16,경상남도 창원시 성산구 성주동,157,0157,0000,효성해링턴코트,84.8800,109.5309,202011,03,"38,000",2,-,-,2013,삼정자로 78,-,-,-,-,연립
17,경상남도 창원시 성산구 성주동,157,0157,0000,효성해링턴코트,84.8800,109.5309,202011,03,"40,000",1,-,-,2013,삼정자로 78,-,-,-,-,연립
18,경상남도 창원시 성산구 성주동,157,0157,0000,효성해링턴코트,84.8800,109.5309,202011,03,"46,000",1,-,-,2013,삼정자로 78,-,-,-,-,연립
19,경상남도 창원시 성산구 성주동,157,0157,0000,효성해링턴코트,84.8800,109.5309,202010,31,"45,400",1,-,-,2013,삼정자로 78,-,-,-,-,연립
20,경상남도 창원시 성산구 내동,456-17,0456,0017,내동상가,46.9400,37.9000,202010,31,"7,250",4,-,-,1976,창원대로 726,-,-,-,-,연립다세대
21,경상남도 창원시 성산구 성주동,169,0169,0000,성주중앙블루아템,84.7600,142.9095,202010,29,"47,000",2,-,-,2015,삼정자로72번길 99,-,-,-,-,연립
22,경상남도 창원시 성산구 성주동,157,0157,0000,효성해링턴코트,84.8800,109.5309,202010,22,"39,000",3,-,-,2013,삼정자로 78,-,-,-,-,연립다세대
23,경상남도 창원시 성산구 성주동,157,0157,0000,효성해링턴코트,84.2500,108.7179,202010,21,"38,000",2,-,-,2013,삼정자로 78,-,-,-,-,연립
24,경상남도 창원시 성산구 성주동,157,0157,0000,효성해링턴코트,84.8800,109.5309,202010,19,"41,900",1,-,-,2013,삼정자로 78,-,-,-,-,연립
25,경상남도 창원시 성산구 성주동,157,0157,0000,효성해링턴코트,84.8800,109.5309,202010,17,"42,200",4,-,-,2013,삼정자로 78,-,-,-,-,연립다세대
26,경상남도 창원시 성산구 내동,456-17,0456,0017,내동상가,46.9400,37.9000,202010,11,"6,500",3,-,-,1976,창원대로 726,-,-,-,-,연립다세대
27,경상남도 창원시 성산구 성주동,157,0157,0000,효성해링턴코트,84.8800,109.5309,202009,30,"38,000",2,-,-,2013,삼정자로 78,-,-,-,-,연립
28,경상남도 창원시 성산구 성주동,143,0143,0000,루이젠하우스,176.5200,238.5895,202009,22,"84,000",4,-,-,2008,창원대로1137번길 18,-,-,-,-,연립
29,경상남도 창원시 성산구 성주동,157,0157,0000,효성해링턴코트,84.8800,109.5309,202009,16,"39,000",1,-,-,2013,삼정자로 78,-,-,-,-,연립
30,경상남도 창원시 성산구 성주동,169,0169,0000,성주중앙블루아템,84.7600,142.9095,202009,04,"48,800",5,-,-,2015,삼정자로72번길 99,-,-,-,-,연립
31,경상남도 창원시 성산구 내동,456-17,0456,0017,내동상가,41.3200,32.8000,202008,29,"4,800",2,-,-,1976,창원대로 726,-,-,-,-,연립다세대
32,경상남도 창원시 성산구 성주동,157,0157,0000,효성해링턴코트,84.8800,109.5309,202008,27,"39,500",1,-,-,2013,삼정자로 78,-,-,-,-,연립
33,경상남도 창원시 성산구 성주동,157,0157,0000,효성해링턴코트,84.8800,109.5309,202008,27,"43,800",1,-,-,2013,삼정자로 78,-,-,-,-,연립
34,경상남도 창원시 성산구 내동,456-17,0456,0017,내동상가,41.3200,32.8000,202007,07,"5,250",2,-,-,1976,창원대로 726,-,-,-,-,연립다세대
35,경상남도 창원시 성산구 내동,456-17,0456,0017,내동상가,42.3200,32.8000,202007,07,"5,000",4,-,-,1976,창원대로 726,-,-,-,-,연립다세대
36,경상남도 창원시 성산구 성주동,157,0157,0000,효성해링턴코트,100.4100,129.5711,202007,07,"50,000",4,-,-,2013,삼정자로 78,-,-,-,-,연립
37,경상남도 창원시 성산구 성주동,157,0157,0000,효성해링턴코트,84.8800,109.5309,202007,02,"40,500",4,-,-,2013,삼정자로 78,-,-,-,-,연립
38,경상남도 창원시 성산구 성주동,157,0157,0000,효성해링턴코트,84.8800,109.5309,202007,02,"42,000",1,-,-,2013,삼정자로 78,-,-,-,-,연립
